token	lemma	pos	Gend
Bruti	brutus	NOM	_
quae	qui	PROrel	Fem
ex	ex	PRE	_
insigni	insigne	NOM	_
facile	facile	ADV	_
agnosci	agnosco	VER	_
poterat	possum	VER	_
duabus	duo	ADJcar	Fem
ex	ex	PRE	_
partibus	pars	NOM	_
sese	sui	PROref	_
in	in	PRE	_
eam	is	PROdem	Fem
incitauerunt	incito	VER	_

his	hic	PROdem	Com
copiis	copia	NOM	_
fidens	fido	VER	Com
Achillas	achillas	NOM	_
paucitatem	paucitas	NOM	_
-que	que	CONcoo	_
militum	miles	NOM	_
Caesaris	caesar	NOM	_
despiciens	despicio	VER	Com
occupabat	occupo	VER	_
Alexandriam	alexandria	NOM	_
praeter	praeter	PRE	_
eam	is	PROdem	Fem
oppidi	oppidum	NOM	_
partem	pars	NOM	_
quam	qui	PROrel	Fem
Caesar	caesar	NOM	_
cum	cum	PRE	_
militibus	miles	NOM	_
tenebat	teneo	VER	_
primo	primus	ADJord	MascNeut
impetu	impetus	NOM	_
domum	domus	NOM	_
eius	is	PROdem	Com
inrumpere	irrumpo	VER	_
conatus	conor	VER	Masc

timens	timeo	VER	Com
Domitio	domitius	NOM	_
ne	ne	CONsub	_
aduentu	aduentus	NOM	_
Pompei	pompeius	NOM	_
praeoccuparetur	praeoccupo	VER	_
ad	ad	PRE	_
eum	is	PROdem	Masc
omni	omnis	PROind	Com
celeritate	celeritas	NOM	_
et	et	CONcoo	_
studio	studium	NOM	_
incitatus	incito	VER	Masc
ferebatur	fero	VER	_

iis	is	PROdem	Com
autem	autem	CONcoo	_
inuitis	inuitus	ADJqua	Com
a	ab	PRE	_
quibus	qui	PROrel	Com
Pharos	pharus	NOM	_
tenetur	teneo	VER	_
non	non	ADVneg	_
potest	possum	VER	_
esse	sum	VER	_
propter	propter	PRE	_
angustias	angustia	NOM	_
nauibus	nauis	NOM	_
introitus	introitus	NOM	_
in	in	PRE	_
portum	portus	NOM	_

Attius	attius	NOM	_
ad	ad	PRE	_
Antonium	antonius	NOM	_
deductus	deduco	VER	Masc
petit	peto	VER	_
ut	ut	CONsub	_
ad	ad	PRE	_
Caesarem	caesar	NOM	_
mitteretur	mitto	VER	_

ex	ex	PRE	_
quibus	qui	PROrel	Com
600	600	ADJcar	Masc
Gallos	galli	NOM	_
Deiotarus	deiotarus	NOM	_
adduxerat	adduco	VER	_
500	500	ADJcar	Masc
Ariobarzanes	ariobarzanes	NOM	_
ex	ex	PRE	_
Cappadocia	cappadocia	NOM	_
ad	ad	PRE	_
eundem	idem	PROdem	Masc
numerum	numerus	NOM	_
Cotus	cotus	NOM	_
ex	ex	PRE	_
Thracia	thracia	NOM	_
dederat	do	VER	_
et	et	CONcoo	_
Sadalam	sadala	NOM	_
filium	filius	NOM	_
miserat	mitto	VER	_
ex	ex	PRE	_
Macedonia	macedonia	NOM	_
200	200	ADJcar	Masc
erant	sum	VER	_
quibus	qui	PROrel	Com
Rhascypolis	rhascypolis	NOM	_
praeerat	praesum	VER	_
excellenti	excellens	ADJqua	Com
uirtute	uirtus	NOM	_
500	500	ADJcar	Masc
ex	ex	PRE	_
Gabinianis	gabiniani	NOM	_
Alexandria	alexandria	NOM	_
Gallos	galli	NOM	_
Germanos	germani	NOM	_
-que	que	CONcoo	_
quos	qui	PROrel	Masc
ibi	ibi	ADV	_
A	aulus	NOM	_
Gabinius	gabinius	NOM	_
praesidii	praesidium	NOM	_
causa	causa	NOM	_
apud	apud	PRE	_
regem	rex	NOM	_
Ptolomaeum	ptolemaeus	NOM	_
reliquerat	relinquo	VER	_
Pompeius	pompeius	NOM	_
filius	filius	NOM	_
cum	cum	PRE	_
classe	classis	NOM	_
adduxerat	adduco	VER	_
800	800	ADJcar	Masc
ex	ex	PRE	_
seruis	seruus	NOM	_
suis	suus	PROpos.ref	Com
pastorum	pastor	NOM	_
-que	que	CONcoo	_
suorum	suus	PROpos.ref	MascNeut
numero	numerus	NOM	_
coegerat	cogo	VER	_
300	300	ADJcar	Masc
Tarcondarius	tarcondarius	NOM	_
Castor	castor	NOM	_
et	et	CONcoo	_
Domnilaus	domnilaus	NOM	_
ex	ex	PRE	_
Gallograecia	gallograecia	NOM	_
dederant	do	VER	_
horum	hic	PROdem	MascNeut
alter	alter	PROind	Masc
una	una	ADV	_
uenerat	uenio	VER	_
alter	alter	PROind	Masc
filium	filius	NOM	_
miserat	mitto	VER	_
200	200	ADJcar	Masc
ex	ex	PRE	_
Syria	syria	NOM	_
a	ab	PRE	_
Commageno	commagenus	ADJqua	MascNeut
Antiocho	antiochus	NOM	_
cui	qui	PROrel	Com
magna	magnus	ADJqua	Neut
Pompeius	pompeius	NOM	_
praemia	praemium	NOM	_
tribuit	tribuo	VER	_
missi	mitto	VER	Masc
in	in	PRE	_
his	hic	PROdem	Com
plerique	plerique	NOM	_
hippotoxotae	hippotoxotae	NOM	_

eo	is	PROdem	MascNeut
mortuo	mortuus	ADJqua	MascNeut
ad	ad	PRE	_
neminem	nemo	PROind	_
unum	unus	ADJcar	MascNeut
summa	summa	NOM	_
imperii	imperium	NOM	_
redit	redeo	VER	_
sed	sed	CONcoo	_
separatim	separatim	ADV	_
suam	suus	PROpos.ref	Fem
quisque	quisque	PROind	MascFem
classem	classis	NOM	_
ad	ad	PRE	_
arbitrium	arbitrium	NOM	_
suum	suus	PROpos.ref	MascNeut
administrabat	administro	VER	_

hi	hic	PROdem	Masc
siue	siue	CONsub	_
uere	uere	ADV	_
quam	qui	PROrel	Fem
habuerant	habeo	VER	_
opinionem	opinio	NOM	_
ad	ad	PRE	_
eum	is	PROdem	Masc
perferunt	perfero	VER	_
siue	siue	CONsub	_
etiam	etiam	ADV	_
auribus	auris	NOM	_
Vari	uarus	NOM	_
seruiunt	seruio	VER	_
nam	nam	CONcoo	_
quae	qui	PROrel	Neut
uolumus	uolo	VER	_
ea	is	PROdem	Neut
credimus	credo	VER	_
libenter	libenter	ADV	_
et	et	CONcoo	_
quae	qui	PROrel	Neut
sentimus	sentio	VER	_
ipsi	ipse	PROdem	Masc
reliquos	reliqui	NOM	_
sentire	sentio	VER	_
speramus	spero	VER	_
confirmant	confirmo	VER	_
quidem	quidem	ADV	_
certe	certe	ADV	_
totius	totus	PROind	Com
exercitus	exercitus	NOM	_
animos	animus	NOM	_
alienos	alienus	ADJqua	Masc
esse	sum	VER	_
a	ab	PRE	_
Curione	curio	NOM	_
maxime	magis	ADV	_
-que	que	CONcoo	_
opus	opus	NOM	_
esse	sum	VER	_
in	in	PRE	_
conspectum	conspectus	NOM	_
exercitus	exercitus	NOM	_
uenire	uenio	VER	_
et	et	CONcoo	_
conloquendi	colloquor	VER	_
dare	do	VER	_
facultatem	facultas	NOM	_

relinquebatur	relinquo	VER	_
ut	ut	CONsub	_
cum	cum	CONsub	_
eiusmodi	eiusmodi	ADV	_
locis	locus	NOM	_
adpropinquatum	appropinquo	VER	Neut
legionum	legio	NOM	_
signa	signum	NOM	_
consistere	consisto	VER	_
iuberent	iubeo	VER	_
magno	magnus	ADJqua	MascNeut
-que	que	CONcoo	_
impetu	impetus	NOM	_
equitatum	equitatus	NOM	_
repellerent	repello	VER	_
eo	is	PROdem	MascNeut
submoto	submoueo	VER	MascNeut
repente	repente	ADV	_
incitati	incito	VER	Masc
cursu	cursus	NOM	_
sese	sui	PROref	_
in	in	PRE	_
uallis	uallis	NOM	_
uniuersi	uniuersus	ADJqua	Masc
demitterent	demitto	VER	_
atque	atque	CONcoo	_
ita	ita	ADV	_
transgressi	transgredior	VER	Masc
rursus	rursus	ADV	_
in	in	PRE	_
locis	locus	NOM	_
superioribus	superus	ADJqua	Com
consisterent	consisto	VER	_

ipse	ipse	PROdem	Masc
autem	autem	CONcoo	_
consumptis	consumo	VER	Com
omnibus	omnis	PROind	Com
longe	longe	ADV	_
late	late	ADV	_
-que	que	CONcoo	_
frumentis	frumentum	NOM	_
summis	superus	ADJqua	Com
erat	sum	VER	_
in	in	PRE	_
angustiis	angustia	NOM	_

reliqui	reliqui	NOM	_
coeunt	coeo	VER	_
inter	inter	PRE	_
se	sui	PROref	_
et	et	CONcoo	_
repentino	repentinus	ADJqua	MascNeut
periculo	periculum	NOM	_
exterriti	exterreo	VER	Masc
sinistras	sinistra	NOM	_
sagis	sagum	NOM	_
inuoluunt	inuoluo	VER	_
gladios	gladius	NOM	_
-que	que	CONcoo	_
destringunt	destringo	VER	_
atque	atque	CONcoo	_
ita	ita	ADV	_
se	sui	PROref	_
a	ab	PRE	_
caetratis	cetrati	NOM	_
equitibus	eques	NOM	_
-que	que	CONcoo	_
defendunt	defendo	VER	_
castrorum	castra	NOM	_
propinquitate	propinquitas	NOM	_
confisi	confido	VER	Masc
se	sui	PROref	_
-que	que	CONcoo	_
in	in	PRE	_
castra	castra	NOM	_
recipiunt	recipio	VER	_
et	et	CONcoo	_
ab	ab	PRE	_
iis	is	PROdem	Com
cohortibus	cohors	NOM	_
quae	qui	PROrel	Fem
erant	sum	VER	_
in	in	PRE	_
statione	statio	NOM	_
ad	ad	PRE	_
portas	porta	NOM	_
defenduntur	defendo	VER	_

hanc	hic	PROdem	Fem
non	non	ADVneg	_
reprimere	reprimo	VER	_
sed	sed	CONcoo	_
augere	augeo	VER	_
imperatores	imperator	NOM	_
debent	debeo	VER	_
neque	neque	CONcoo	_
frustra	frustra	ADV	_
antiquitus	antiquitus	ADV	_
institutum	instituo	VER	Neut
ut	ut	CONsub	_
signa	signum	NOM	_
undique	undique	ADV	_
concinerent	concino	VER	_
clamorem	clamor	NOM	_
-que	que	CONcoo	_
uniuersi	uniuersus	ADJqua	Masc
tollerent	tollo	VER	_
quibus	qui	PROrel	Com
rebus	res	NOM	_
et	et	CONcoo	_
hostes	hostis	NOM	_
terreri	terreo	VER	_
et	et	CONcoo	_
suos	sui	PROpos.ref	Masc
incitari	incito	VER	_
existimauerunt	existimo	VER	_

omnibus	omnis	PROind	Com
deinceps	deinceps	ADV	_
diebus	dies	NOM	_
Caesar	caesar	NOM	_
exercitum	exercitus	NOM	_
in	in	PRE	_
aciem	acies	NOM	_
aequum	aequus	ADJqua	MascNeut
in	in	PRE	_
locum	locus	NOM	_
produxit	produco	VER	_
si	si	CONsub	_
Pompeius	pompeius	NOM	_
proelio	proelium	NOM	_
decertare	decerto	VER	_
uellet	uolo	VER	_
ut	ut	CONsub	_
paene	paene	ADV	_
castris	castra	NOM	_
Pompei	pompeius	NOM	_
legiones	legio	NOM	_
subiceret	subicio	VER	_
tantum	tantum	ADV	_
-que	que	CONcoo	_
a	ab	PRE	_
uallo	uallum	NOM	_
eius	is	PROdem	Com
prima	primus	ADJord	Fem
acies	acies	NOM	_
aberat	absum	VER	_
uti	ut	CONsub	_
ne	ne	ADVneg	_
telum	telum	NOM	_
tormento	tormentum	NOM	_
adigi	adigo	VER	_
posset	possum	VER	_

sed	sed	CONcoo	_
his	hic	PROdem	Com
rebus	res	NOM	_
tantum	tantum	PROdem	MascNeut
temporis	tempus	NOM	_
tribuit	tribuo	VER	_
quantum	quantum	PROrel	Neut
erat	sum	VER	_
properanti	propero	VER	Com
necesse	necesse	ADJqua	_

an	an	ADVint	_
uero	uero	CONcoo	_
in	in	PRE	_
Hispania	hispania	NOM	_
res	res	NOM	_
gestas	gero	VER	Fem
Caesaris	caesar	NOM	_
non	non	ADVneg	_
audistis	audio	VER	_
duos	duo	ADJcar	Masc
pulsos	pello	VER	Masc
exercitus	exercitus	NOM	_
duos	duo	ADJcar	Masc
superatos	supero	VER	Masc
duces	dux	NOM	_
duas	duo	ADJcar	Fem
receptas	recipio	VER	Fem
prouincias	prouincia	NOM	_
haec	hic	PROdem	Neut
acta	ago	VER	Neut
diebus	dies	NOM	_
40	40	ADJcar	_
quibus	qui	PROrel	Com
in	in	PRE	_
conspectum	conspectus	NOM	_
aduersariorum	aduersarius	NOM	_
uenerit	uenio	VER	_
Caesar	caesar	NOM	_

itaque	itaque	CONcoo	_
cognita	cognosco	VER	Fem
Pompei	pompeius	NOM	_
profectione	profectio	NOM	_
concursantibus	concurso	VER	Com
illis	ille	PROdem	Com
atque	atque	CONcoo	_
in	in	PRE	_
ea	is	PROdem	Fem
re	res	NOM	_
occupatis	occupo	VER	Com
uolgo	uulgo	ADV	_
ex	ex	PRE	_
tectis	tectum	NOM	_
significabant	significo	VER	_

hos	hic	PROdem	Masc
montes	mons	NOM	_
intrare	intro	VER	_
cupiebant	cupio	VER	_
ut	ut	CONsub	_
equitatum	equitatus	NOM	_
effugerent	effugio	VER	_
Caesaris	caesar	NOM	_
praesidiis	praesidium	NOM	_
-que	que	CONcoo	_
in	in	PRE	_
angustiis	angustia	NOM	_
conlocatis	colloco	VER	Com
exercitum	exercitus	NOM	_
itinere	iter	NOM	_
prohiberent	prohibeo	VER	_
ipsi	ipse	PROdem	Masc
sine	sine	PRE	_
periculo	periculum	NOM	_
ac	ac	CONcoo	_
timore	timor	NOM	_
Hiberum	iberus	NOM	_
copias	copia	NOM	_
traducerent	traduco	VER	_

sed	sed	CONcoo	_
proinde	proinde	ADV	_
ac	ac	CONsub	_
si	si	CONsub	_
uirtute	uirtus	NOM	_
uicissent	uinco	VER	_
neque	neque	CONcoo	_
ulla	ullus	PROind	Fem
commutatio	commutatio	NOM	_
rerum	res	NOM	_
posset	possum	VER	_
accidere	accido	VER	_
per	per	PRE	_
orbem	orbis	NOM	_
terrarum	terra	NOM	_
fama	fama	NOM	_
ac	ac	CONcoo	_
litteris	littera	NOM	_
uictoriam	uictoria	NOM	_
eius	is	PROdem	Com
diei	dies	NOM	_
concelebrabant	concelebro	VER	_

id	is	PROdem	Neut
ubi	ubi	CONsub	_
uident	uideo	VER	_
mutant	muto	VER	_
consilium	consilium	NOM	_
cupas	cupa	NOM	_
taeda	taeda	NOM	_
ac	ac	CONcoo	_
pice	pix	NOM	_
refertas	refertus	ADJqua	Fem
incendunt	incendo	VER	_
eas	is	PROdem	Fem
-que	que	CONcoo	_
de	de	PRE	_
muro	murus	NOM	_
in	in	PRE	_
musculum	musculus	NOM	_
deuoluunt	deuoluo	VER	_

hoc	hic	PROdem	Neut
unum	unus	ADJcar	Neut
Caesari	caesar	NOM	_
ad	ad	PRE	_
celeritatem	celeritas	NOM	_
conficiendi	conficio	VER	MascNeut
belli	bellum	NOM	_
defuit	desum	VER	_

ipse	ipse	PROdem	Masc
enim	enim	CONcoo	_
necessario	necessario	ADV	_
etesiis	etesiae	NOM	_
tenebatur	teneo	VER	_
qui	qui	PROrel	Masc
nauigantibus	nauigo	VER	Com
Alexandria	alexandria	NOM	_
flant	flo	VER	_
aduersissimi	aduersus	ADJqua	Masc
uenti	uentus	NOM	_

quod	qui	PROrel	Neut
facere	facio	VER	_
Pompeius	pompeius	NOM	_
discessu	discessus	NOM	_
militum	miles	NOM	_
non	non	ADVneg	_
potuit	possum	VER	_

hic	hic	PROdem	Masc
locus	locus	NOM	_
abest	absum	VER	_
a	ab	PRE	_
Clupeis	clupea	NOM	_
passuum	passus	NOM	_
22	22	ADJcar	_
22	22	ADJcar	MascNeut
milia	mille	ADJcar	Neut
habet	habeo	VER	_
-que	que	CONcoo	_
non	non	ADVneg	_
incommodam	incommodus	ADJqua	Fem
aestate	aestas	NOM	_
stationem	statio	NOM	_
et	et	CONcoo	_
duobus	duo	ADJcar	MascNeut
eminentibus	eminens	ADJqua	Com
promunturiis	promonturium	NOM	_
continetur	contineo	VER	_

suam	suus	PROpos.ref	Fem
summam	superus	ADJqua	Fem
esse	sum	VER	_
ac	ac	CONcoo	_
fuisse	sum	VER	_
semper	semper	ADV	_
uoluntatem	uoluntas	NOM	_
ut	ut	CONsub	_
componeretur	compono	VER	_
atque	atque	CONcoo	_
ab	ab	PRE	_
armis	arma	NOM	_
discederetur	discedo	VER	_
sed	sed	CONcoo	_
potestatem	potestas	NOM	_
eius	is	PROdem	Com
rei	res	NOM	_
nullam	nullus	PROind	Fem
habere	habeo	VER	_
propterea	propterea	ADV	_
quod	quod	CONsub	_
de	de	PRE	_
consilii	consilium	NOM	_
sententia	sententia	NOM	_
summam	summa	NOM	_
belli	bellum	NOM	_
rerum	res	NOM	_
-que	que	CONcoo	_
omnium	omnis	PROind	Com
Pompeio	pompeius	NOM	_
permiserint	permitto	VER	_

sic	sic	ADV	_
omnium	omnis	PROind	Com
ordinum	ordo	NOM	_
partis	pars	NOM	_
in	in	PRE	_
misericordia	misericordia	NOM	_
constitisse	consto	VER	_
ipsos	ipse	PROdem	Masc
duces	dux	NOM	_
a	ab	PRE	_
pace	pax	NOM	_
abhorruisse	abhorreo	VER	_
eos	is	PROdem	Masc
neque	neque	CONcoo	_
conloquii	colloquium	NOM	_
neque	neque	CONcoo	_
indutiarum	indutiae	NOM	_
iura	ius	NOM	_
seruasse	seruo	VER	_
et	et	CONcoo	_
homines	homo	NOM	_
imperitos	imperitus	ADJqua	Masc
et	et	CONcoo	_
per	per	PRE	_
conloquium	colloquium	NOM	_
deceptos	decipio	VER	Masc
crudelissime	crudeliter	ADV	_
interfecisse	interficio	VER	_

ego	ego	PROper	_
reliquas	reliquus	ADJqua	Fem
portas	porta	NOM	_
circumeo	circumeo	VER	_
et	et	CONcoo	_
castrorum	castra	NOM	_
praesidia	praesidium	NOM	_
confirmo	confirmo	VER	_

nacti	nanciscor	VER	Masc
idoneum	idoneus	ADJqua	MascNeut
uentum	uentus	NOM	_
et	et	CONcoo	_
portu	portus	NOM	_
exeunt	exeo	VER	_
et	et	CONcoo	_
Tauroenta	tauroens	NOM	_
quod	qui	PROrel	Neut
est	sum	VER	_
castellum	castellum	NOM	_
Massiliensium	massilienses	NOM	_
ad	ad	PRE	_
Nasidium	nasidius	NOM	_
perueniunt	peruenio	VER	_
ibi	ibi	ADV	_
-que	que	CONcoo	_
naues	nauis	NOM	_
expediunt	expedio	VER	_
rursus	rursus	ADV	_
-que	que	CONcoo	_
se	sui	PROref	_
ad	ad	PRE	_
confligendum	confligo	VER	_
animo	animus	NOM	_
confirmant	confirmo	VER	_
et	et	CONcoo	_
consilia	consilium	NOM	_
communicant	communico	VER	_

referunt	refero	VER	_
consules	consul	NOM	_
de	de	PRE	_
republica	respublica	NOM	_

interim	interim	ADV	_
sub	sub	PRE	_
musculo	musculus	NOM	_
milites	miles	NOM	_
uectibus	uectis	NOM	_
infima	inferus	ADJqua	Neut
saxa	saxum	NOM	_
turris	turris	NOM	_
hostium	hostis	NOM	_
quibus	qui	PROrel	Com
fundamenta	fundamentum	NOM	_
continebantur	contineo	VER	_
conuellunt	conuello	VER	_

qua	qui	PROrel	Fem
re	res	NOM	_
impetrata	impetro	VER	Fem
montem	mons	NOM	_
opere	opus	NOM	_
circummunire	circummunio	VER	_
instituit	instituo	VER	_

sed	sed	CONcoo	_
tantum	tantum	PROdem	MascNeut
nauium	nauis	NOM	_
repperit	reperio	VER	_
ut	ut	CONsub	_
anguste	anguste	ADV	_
15	15	ADJcar	_
milia	mille	ADJcar	Neut
legionariorum	legionarius	ADJqua	MascNeut
militum	miles	NOM	_
500	500	ADJcar	Masc
equites	eques	NOM	_
transportari	transporto	VER	_
possent	possum	VER	_

dictatore	dictator	NOM	_
habente	habeo	VER	Com
comitia	comitium	NOM	_
Caesare	caesar	NOM	_
consules	consul	NOM	_
creantur	creo	VER	_
Iulius	iulius	NOM	_
Caesar	caesar	NOM	_
et	et	CONcoo	_
P	publius	NOM	_
Seruilius	seruilius	NOM	_
is	is	PROdem	Masc
enim	enim	CONcoo	_
erat	sum	VER	_
annus	annus	NOM	_
quo	qui	PROrel	MascNeut
per	per	PRE	_
leges	lex	NOM	_
ei	is	PROdem	Com
consulem	consul	NOM	_
fieri	fio	VER	_
liceret	licet	VER	_

crebrae	creber	ADJqua	Fem
etiam	etiam	ADV	_
per	per	PRE	_
Albicos	albici	NOM	_
eruptiones	eruptio	NOM	_
fiebant	fio	VER	_
ex	ex	PRE	_
oppido	oppidum	NOM	_
ignes	ignis	NOM	_
-que	que	CONcoo	_
aggeri	agger	NOM	_
et	et	CONcoo	_
turribus	turris	NOM	_
inferebantur	infero	VER	_

cuius	qui	PROrel	Com
consilium	consilium	NOM	_
reprehendendum	reprehendo	VER	Neut
non	non	ADVneg	_
uidetur	uideo	VER	_

at	at	CONcoo	_
tum	tum	ADV	_
integras	integer	ADJqua	Fem
atque	atque	CONcoo	_
incolumes	incolumis	ADJqua	MascFem
copias	copia	NOM	_
Caesar	caesar	NOM	_
inferiore	inferus	ADJqua	Com
militum	miles	NOM	_
numero	numerus	NOM	_
continebat	contineo	VER	_
cum	cum	CONsub	_
illi	ille	PROdem	Masc
omnium	omnis	PROind	Com
rerum	res	NOM	_
copia	copia	NOM	_
abundarent	abundo	VER	_
cotidie	cotidie	ADV	_
enim	enim	CONcoo	_
magnus	magnus	ADJqua	Masc
undique	undique	ADV	_
nauium	nauis	NOM	_
numerus	numerus	NOM	_
conueniebat	conuenio	VER	_
quae	qui	PROrel	Fem
commeatum	commeatus	NOM	_
supportarent	supporto	VER	_
neque	neque	CONcoo	_
ullus	ullus	PROind	Masc
flare	flo	VER	_
uentus	uentus	NOM	_
poterat	possum	VER	_
quin	quin	CONsub	_
aliqua	aliquis	PROind	Fem
ex	ex	PRE	_
parte	pars	NOM	_
secundum	secundus	ADJqua	MascNeut
cursum	cursus	NOM	_
haberent	habeo	VER	_

Cerauniorum	ceraunii	NOM	_
saxa	saxum	NOM	_
inter	inter	PRE	_
et	et	CONcoo	_
alia	alius	PROind	Neut
loca	locus	NOM	_
periculosa	periculosus	ADJqua	Neut
quietam	quietus	ADJqua	Fem
nanctus	nanciscor	VER	Masc
stationem	statio	NOM	_
et	et	CONcoo	_
portus	portus	NOM	_
omnes	omnis	PROind	MascFem
timens	timeo	VER	Com
quod	quod	CONsub	_
teneri	teneo	VER	_
ab	ab	PRE	_
aduersariis	aduersarius	NOM	_
arbitrabantur	arbitror	VER	_
ad	ad	PRE	_
eum	is	PROdem	Masc
locum	locus	NOM	_
qui	qui	PROrel	Masc
appellabatur	appello	VER	_
Palaeste	palaeste	NOM	_
omnibus	omnis	PROind	Com
nauibus	nauis	NOM	_
ad	ad	PRE	_
unam	unus	ADJcar	Fem
incolumibus	incolumis	ADJqua	Com
milites	miles	NOM	_
exposuit	expono	VER	_

postremo	posterius	ADV	_
et	et	CONcoo	_
plures	multus	ADJqua	MascFem
intermittere	intermitto	VER	_
dies	dies	NOM	_
et	et	CONcoo	_
praeter	praeter	PRE	_
consuetudinem	consuetudo	NOM	_
omnium	omnis	PROind	Com
noctu	noctu	ADV	_
constituerant	constituo	VER	_
pabulari	pabulor	VER	_

ab	ab	PRE	_
oppido	oppidum	NOM	_
autem	autem	CONcoo	_
decliuis	decliuis	ADJqua	MascFem
locus	locus	NOM	_
tenui	tenuis	ADJqua	Com
fastigio	fastigium	NOM	_
uergebat	uergo	VER	_
in	in	PRE	_
longitudinem	longitudo	NOM	_
passus	passus	NOM	_
circiter	circiter	ADV	_
CCCC	quadrigenti	ADJcar	Masc

aduentu	aduentus	NOM	_
Caesaris	caesar	NOM	_
cognito	cognosco	VER	MascNeut
decuriones	decurio	NOM	_
Auximi	auximum	NOM	_
ad	ad	PRE	_
Attium	attius	NOM	_
Varum	uarus	NOM	_
frequentes	frequens	ADJqua	MascFem
conueniunt	conuenio	VER	_
docent	doceo	VER	_
sui	suus	PROpos.ref	MascNeut
iudicii	iudicium	NOM	_
rem	res	NOM	_
non	non	ADVneg	_
esse	sum	VER	_
neque	neque	CONcoo	_
se	sui	PROref	_
neque	neque	CONcoo	_
reliquos	reliquus	ADJqua	Masc
municipes	municeps	NOM	_
pati	patior	VER	_
posse	possum	VER	_
100	100	NOM	_
Caesarem	caesar	NOM	_
imperatorem	imperator	NOM	_
bene	bene	ADV	_
de	de	PRE	_
republica	respublica	NOM	_
meritum	mereor	VER	MascNeut
tantis	tantus	PROdem	Com
rebus	res	NOM	_
gestis	gero	VER	Com
oppido	oppidum	NOM	_
moenibus	moenia	NOM	_
-que	que	CONcoo	_
prohiberi	prohibeo	VER	_
proinde	proinde	ADV	_
habeat	habeo	VER	_
rationem	ratio	NOM	_
posteritatis	posteritas	NOM	_
et	et	CONcoo	_
periculi	periculum	NOM	_
sui	suus	PROpos.ref	MascNeut

Curio	curio	NOM	_
Marcium	marcius	NOM	_
Vticam	utica	NOM	_
nauibus	nauis	NOM	_
praemittit	praemitto	VER	_
ipse	ipse	PROdem	Masc
eodem	eodem	ADV	_
cum	cum	PRE	_
exercitu	exercitus	NOM	_
proficiscitur	proficiscor	VER	_
bidui	biduum	NOM	_
-que	que	CONcoo	_
iter	iter	NOM	_
progressus	progredior	VER	Masc
ad	ad	PRE	_
flumen	flumen	NOM	_
Bagradam	bagrada	NOM	_
peruenit	peruenio	VER	_

sed	sed	CONcoo	_
cum	cum	CONsub	_
uentum	uenio	VER	Neut
ad	ad	PRE	_
flumen	flumen	NOM	_
Genusum	genusus	NOM	_
quod	qui	PROrel	Neut
ripis	ripa	NOM	_
erat	sum	VER	_
inpeditis	impeditus	ADJqua	Com
consecutus	consequor	VER	Masc
equitatus	equitatus	NOM	_
nouissimos	nouus	ADJqua	Masc
proelio	proelium	NOM	_
detinebat	detineo	VER	_

tali	talis	PROdem	Com
instructa	instruo	VER	Fem
acie	acies	NOM	_
tenere	teneo	VER	_
uterque	uterque	PROind	Masc
propositum	propositum	NOM	_
uidebatur	uideo	VER	_
Caesar	caesar	NOM	_
ut	ut	CONsub	_
nisi	nisi	CONsub	_
coactus	cogo	VER	Masc
proelium	proelium	NOM	_
non	non	ADVneg	_
committeret	committo	VER	_
ille	ille	PROdem	Masc
ut	ut	CONsub	_
opera	opus	NOM	_
Caesaris	caesar	NOM	_
impediret	impedio	VER	_

hanc	hic	PROdem	Fem
unam	unus	ADJcar	Fem
atque	atque	CONcoo	_
extremam	exter	ADJqua	Fem
esse	sum	VER	_
pacis	pax	NOM	_
condicionem	condicio	NOM	_

in	in	PRE	_
his	hic	PROdem	Com
rebus	res	NOM	_
fere	fere	ADV	_
erat	sum	VER	_
Fufius	fufius	NOM	_
occupatus	occupatus	ADJqua	Masc

Caesari	caesar	NOM	_
ad	ad	PRE	_
saucios	saucius	ADJqua	Masc
deponendos	depono	VER	Masc
stipendium	stipendium	NOM	_
exercitui	exercitus	NOM	_
dandum	do	VER	MascNeut
socios	socius	NOM	_
confirmandos	confirmo	VER	Masc
praesidium	praesidium	NOM	_
urbibus	urbs	NOM	_
relinquendum	relinquo	VER	MascNeut
necesse	necesse	ADJqua	_
erat	sum	VER	_
adire	adeo	VER	_
Apolloniam	apollonia	NOM	_

ex	ex	PRE	_
his	hic	PROdem	Com
circiter	circiter	ADV	_
80	80	ADJcar	_
interfectis	interficio	VER	Com
reliquis	reliqui	NOM	_
in	in	PRE	_
fugam	fuga	NOM	_
coniectis	conicio	VER	Com
duobus	duo	ADJcar	MascNeut
amissis	amitto	VER	Com
in	in	PRE	_
castra	castra	NOM	_
se	sui	PROref	_
receperunt	recipio	VER	_

prodit	prodeo	VER	_
Libo	libo	NOM	_
atque	atque	CONcoo	_
excusat	excuso	VER	_
Bibulum	bibulus	NOM	_
quod	quod	CONsub	_
is	is	PROdem	Masc
iracundia	iracundia	NOM	_
summa	superus	ADJqua	Fem
erat	sum	VER	_
inimicitias	inimicitia	NOM	_
-que	que	CONcoo	_
habebat	habeo	VER	_
etiam	etiam	ADV	_
priuatas	priuatus	ADJqua	Fem
cum	cum	PRE	_
Caesare	caesar	NOM	_
ex	ex	PRE	_
aedilitate	aedilitas	NOM	_
et	et	CONcoo	_
praetura	praetura	NOM	_
conceptas	concipio	VER	Fem
ob	ob	PRE	_
eam	is	PROdem	Fem
